gender,int_corr,samerace,age_p,age_s,attrs,sincs,funs,intels,ambs,decision,attrp,sincp,intelp,funp,ambp,sharep,metp
0,-0.24,0,27,29,8,8,6,7,7,0,4,4,6,4,6,4,0
0,0.5,0,33,55,7,6,7,8,3,1,8,7,8,7,5,8,0
0,-0.11,0,27,55,7,6,7,8,3,0,5,6,7,6,7,4,0
0,0.02,0,33,29,10,10,9,10,10,1,5,10,8,8,6,5,0
0,-0.11,0,27,29,10,10,9,10,10,1,5,10,10,10,8,6,0
0,0.2,0,33,26,5,5,5,5,8,0,5,10,8,2,5,2,0
0,-0.34,0,27,26,5,5,5,5,8,0,1,5,5,1,5,1,0
1,0.6,1,27,33,8,8,7,9,7,0,5,10,8,8,7,7,0
1,0.25,0,24,33,8,8,7,9,7,0,8,9,10,10,8,7,0
1,0.03,0,27,27,6,8,9,8,7,1,6,6,6,7,6,6,0
1,-0.31,0,24,27,6,8,9,8,7,0,5,5,7,6,6,7,0
1,0.13,0,27,33,4,9,6,8,2,1,6,7,7,6,8,4,0
1,-0.09,1,24,33,4,9,6,8,2,0,6,10,7,6,6,5,0
1,-0.09,0,27,23,6,7,7,8,7,0,4,6,4,6,5,4,0
1,-0.22,1,24,23,6,7,7,8,7,0,4,7,6,6,5,8,0
1,-0.03,0,27,33,5,8,8,9,10,0,8,8,8,6,5,5,0
1,-0.24,1,24,33,5,8,8,9,10,0,6,9,8,5,8,6,0
0,0.7,1,23,24,7,9,7,8,8,0,5,7,5.5,4,4,3,0
0,0.65,1,23,24,8,8,8,8,8,1,8,10,10,9,8,7,0
0,0.12,1,30,24,8,8,8,8,8,1,8,10,10,9,10,8,0
0,0.53,0,23,25,8,9,6,8,8,0,5,7,6,4,5,5,0
0,0.17,0,30,25,8,9,6,8,8,1,5,8,8,8,8,7,0
0,0.67,0,23,29,4,9,5,8,6,0,3,4,5,4,2,3,0
0,0.15,0,30,29,4,9,5,8,6,1,2,8,9,7,6,6,0
0,0.46,0,23,30,7,8,8,9,9,0,4,3,4,3,4,2,0
0,0.11,0,30,30,7,8,8,9,9,0,5,6,7,5,6,4,0
0,0.6,0,23,25,8,10,10,8,9,1,8,7,7,7,5,6,0
0,0.36,0,30,25,8,10,10,8,9,1,5,7,7,9,9,10,0
0,0.54,0,23,34,7,9,8,10,7,0,10,9,8,8,8,8,0
0,0.14,0,30,34,7,9,8,10,7,1,10,8,8,10,8,8,0
0,0.22,0,30,30,9,9,10,8,7,0,7,6,8,5,8,5,0
0,0.66,0,23,27,5,8,5,7,7,0,6,8,7,3,3,6,0
0,0.41,1,23,25,7,9,5,7,6,0,7,4,5,3,4,3,0
0,0.08,1,30,25,7,9,5,7,6,0,6,7,7,6,8,5,0
0,0.35,0,23,27,6,8,7,7,7,0,6,6,6,5,6,7,0
0,0.51,0,30,27,6,8,7,7,7,1,6,6,7,8,7,7,0
0,0.4,1,23,26,7,8,9,8,7,0,7,8,8,7,7,7,0
0,0.38,1,30,26,7,8,9,8,7,0,7,6,6,6,9,8,0
0,0.23,1,23,27,8,8,8,8,8,0,6,8,6,4,5,3,0
0,0.44,1,30,27,8,8,8,8,8,1,5,8,8,6,8,2,0
0,0.45,1,23,26,8,9,10,8,7,0,5,5,5,5,5,5,0
0,0.36,1,30,26,8,9,10,8,7,1,7,7,7,7,8,9,0
1,0.7,1,24,23,8,7,8,9,5,0,5,7,7,6,6,4,0
1,0.65,1,24,23,8,7,8,9,5,1,8,8,7,8,6,7,0
1,0.14,1,24,30,7,10,9,8,8,0,7,6,7,6,8,6,0
1,0.12,1,24,30,7,10,9,8,8,1,8,6,6,6,8,6,0
1,0.74,1,24,28,8,10,10,10,10,0,7,10,9,9,6,3,0
1,0.83,1,24,28,8,10,10,10,10,0,7,8,9,9,7,9,0
1,0.36,0,24,29,8,8,7,8,7,1,9,10,10,9,10,8,0
1,-0.09,0,24,29,8,8,7,8,7,1,9,10,10,10,10,9,0
1,0.4,0,24,32,7,10,8,9,9,1,7,8,7,9,6,7,0
1,0.59,0,24,32,7,10,8,9,9,0,9,7,7,4,8,6,0
1,0.46,0,24,24,7,9,6,8,5,1,7,6,8,5,7,2,0
1,0.24,0,24,24,7,9,6,8,5,0,8,5,5,5,9,2,0
1,0.31,0,24,29,5,10,7,10,8,1,8,8,8,8,8,8,0
1,0.49,0,24,29,5,10,7,10,8,1,8,8,8,8,8,8,0
1,-0.03,1,24,28,6,8,8,9,10,1,8,6,8,8,6,5,0
1,0.06,1,24,28,6,8,8,9,10,1,8,9,8,7,8,7,0
1,0.43,1,24,29,3,7,6,8,6,1,7,9,8,7,6,8,0
1,0.35,0,24,29,7,7,7,7,7,1,7,6,7,7,7,8,0
1,0.61,0,24,29,7,7,7,7,7,1,7,7,8,7,6,7,0
1,0.16,0,24,30,10,10,10,10,10,0,10,10,10,10,10,1,0
1,0.12,0,24,30,10,10,10,10,10,1,10,8,10,8,10,2,0
1,-0.01,0,24,20,7,7,8,8,8,0,8,7,9,6,10,10,0
1,0.25,1,24,30,9,10,10,10,7,1,9,8,7,9,7,7,0
1,0.29,1,24,30,9,10,10,10,7,0,8,8,8,7,7,7,0
1,-0.01,0,24,32,7,7,7,8,9,1,8,7,6,7,6,5,0
0,-0.16,1,26,23,5,8,6,9,8,0,4,7,7,5,7,2,0
0,0.24,0,25,23,5,8,6,9,8,0,2,4,8,5,8,5,0
0,-0.36,0,26,24,8,10,10,9,8,0,6,9,8,8,10,6,0
0,0.67,1,25,24,8,10,10,9,8,0,3,6,4,4,4,4,1
0,0.29,0,26,25,8,9,10,9,10,0,2,9,3,10,8,4,0
0,0.14,1,25,25,8,9,10,9,10,0,1,1,10,1,9,1,1
0,-0.46,0,26,26,9,10,9,10,4,0,1,10,9,10,6,1,0
0,0.65,1,25,26,9,10,9,10,4,0,1,10,10,7,10,1,1
0,-0.46,0,26,25,8,9,9,9,9,0,4,6,6,6,7,6,0
0,0.48,0,25,25,8,9,9,9,9,0,2,5,7,7,6,7,0
0,-0.4,0,26,26,8,9,8,9,9,0,6,7,7,7,6,5,0
0,0.72,1,25,26,8,9,8,9,9,0,5,8,8,7,7,6,0
1,-0.36,0,24,26,7,7,9,9,9,1,9,8,8,8,8,8,1
1,0.24,0,23,25,7,9,4,10,5,1,8,8,10,6,5,7,0
1,0.67,1,24,25,7,9,4,10,5,0,5,6,6,7,6,4,1
1,0.31,0,23,23,7,5,6,8,8,1,8,10,10,8,7,7,0
1,0.48,1,24,23,7,5,6,8,8,1,7,7,7,7,7,7,0
1,0.48,1,23,27,9,10,8,10,10,1,8,9,8,7,7,6,0
1,0.53,0,24,27,9,10,8,10,10,0,7,9,8,7,8,7,0
1,0.14,0,24,24,5,8,7,9,10,0,6,5,5,6,4,4,0
1,-0.06,0,24,24,7,8,7,8,7,0,4,7,9,5,8,5,0
1,0.13,1,23,36,7,8,8,9,8,1,6,7,6,6,6,8,0
1,-0.19,0,24,36,7,8,8,9,8,1,7,8,8,8,8,6,0
0,-0.12,1,25,28,5,6,4,8,9,0,2,8,6,5,4,4,0
0,0.17,0,25,26,7,9,6,8,4,0,6,9,10,8,6,5,0
0,0.04,0,26,26,7,9,6,8,4,0,2,8,6,2,3,2,0
0,0.26,1,25,23,8,4,10,8,8,1,6,5,7,7,5,6,0
0,-0.45,1,26,23,8,4,10,8,8,1,5,3,6,5,2,2,0
0,-0.05,0,25,23,6,8,7,6,4,0,4,7,7,4,4,4,0
0,0,0,26,23,6,8,7,6,4,0,3,9,8,2,5,2,0
0,0.21,0,25,23,8,10,8,9,7,0,5,6,6,6,6,2,0
0,-0.04,0,26,23,8,10,8,9,7,0,4,9,6,3,4,2,0
0,0.65,0,25,23,8,10,8,10,8,1,4,8,10,7,7,10,0
0,0.07,0,26,23,8,10,8,10,8,0,4,7,9,6,8,3,0
0,-0.33,1,25,27,8,9,9,8,8,0,6,7,8,7,8,6,0
0,-0.22,1,26,27,8,9,9,8,8,0,3,8,7,3,6,6,0
0,0.05,0,25,30,8,9,7,9,7,0,3,7,8,6,5,4,0
0,0,0,26,30,8,9,7,9,7,0,5,8,7,5,6,3,0
0,0.51,0,25,26,8,10,9,9,10,0,1,8,8,2,8,2,0
0,0.03,0,26,26,8,10,9,9,10,0,2,8,8,2,8,2,0
0,-0.12,0,25,28,8,9,7,8,5,0,6,7,7,5,5,3,0
0,-0.05,0,26,28,8,9,7,8,5,0,4,6,6,4,6,7,0
0,0.36,0,25,26,7,9,9,8,8,0,6,8,8,8,8,6,0
0,-0.16,0,26,26,7,9,9,8,8,0,7,9,8,5,9,3,0
0,0.33,0,25,22,7,7,7,9,8,0,5,9,9,6,7,5,0
0,0.19,0,26,22,7,7,7,9,8,0,2,9,9,3,9,3,0
0,-0.17,1,25,27,6,9,8,9,6,1,4,5,7,4,7,6,0
0,0.48,1,26,27,6,9,8,9,6,1,1,9,9,1,6,8,0
0,-0.15,1,25,25,5,9,7,8,7,1,5,9,9,7,7,5,0
0,-0.27,1,26,25,5,9,7,8,7,1,3,9,9,5,7,3,0
0,0,0,25,24,6,10,8,10,9,0,6,9,9,5,8,7,0
0,0.13,0,26,24,6,10,8,10,9,0,6,9,8,4,9,6,0
0,0.05,0,25,26,3,6,9,7,10,1,4,3,9,4,9,5,0
0,0.18,0,25,24,10,10,10,10,10,0,4,8,9,3,8,2,0
0,-0.16,0,26,24,10,10,10,10,10,0,4,7,8,3,8,2,0
0,0.34,0,25,29,9,6,8,8,8,0,1,5,8,1,8,1,0
0,0.12,0,26,29,9,6,8,8,8,0,1,5,8,1,9,1,0
0,0.42,1,25,22,6,10,9,7,5,1,4,6,5,5,6,5,0
0,-0.15,1,26,22,6,10,9,7,5,1,5,7,5,4,5,4,0
0,0.35,1,25,22,3,9,9,9,7,1,6,7,8,7,7,5,0
0,0.03,1,26,22,3,9,9,9,7,0,6,8,7,7,8,5,0
1,-0.12,1,28,25,10,10,6,10,10,1,7,10,10,10,10,8,0
1,0.17,0,26,25,10,10,6,10,10,0,10,5,5,5,7,8,0
1,0.03,1,28,26,7,9,7,8,8,1,6,7,8,6,8,8,0
1,0.04,0,26,26,7,9,7,8,8,0,6,7,7,7,5,5,0
1,0.69,0,26,26,8,9,8,9,9,1,9,9,10,9,9,7,1
1,0.11,0,28,24,7,9,8,9,5,1,6,5,4,6,6,6,0
1,0.5,0,26,24,7,9,8,9,5,1,8,9,8,9,8,9,0
1,0.39,0,28,23,6,7,6,7,5,1,6,8,8,6,7,6,0
1,0.24,0,26,23,6,7,6,7,5,1,8,7,7,8,6,6,0
1,0.84,0,28,29,7,8,8,8,8,0,6,7,6,4,8,3,0
1,0.36,0,26,29,7,8,8,8,8,1,10,8,9,9,9,9,0
1,0.36,0,28,32,7,8,9,8,8,1,7,7,9,8,7,8,0
1,0.57,0,26,32,7,8,9,8,8,1,8,5,5,8,6,5,0
1,0.58,0,28,22,8,8,9,10,10,0,1,6,5,5,4,3,0
1,0.13,0,26,22,8,8,9,10,10,1,8,6,6,5,4,7,0
1,0.1,0,28,24,5,7,6,5,7,0,6,7,6,5,3,3,0
1,0.36,0,26,24,5,7,6,5,7,1,8,10,8,9,8,7,1
1,-0.32,0,26,23,8,9,9,9,8,1,8,9,10,5,6,5,0
1,0.43,1,28,23,8,9,8,8,9,0,2,4,6,4,9,4,0
1,-0.14,0,26,23,8,9,8,8,9,0,6,7,10,7,6,6,0
1,-0.07,0,26,24,7,9,9,8,9,0,8,8,8,8,8,5,0
1,-0.04,1,28,23,7,10,10,9,8,0,6,8,7,6,7,5,0
1,-0.18,0,26,23,7,10,10,9,8,0,7,7,7,6,6,5,0
1,0.03,0,28,24,8,8,8,9,6,0,4,8,7,5,8,2,0
1,0.52,0,28,30,9,8,10,8,7,1,6,6,6,6,6,7,0
1,-0.04,0,26,30,9,8,10,8,7,1,8,8,8,8,6,8,0
1,0.58,0,28,30,7,9,8,8,8,0,5,6,7,5,7,4,0
1,0.15,0,26,30,7,9,8,8,8,0,6,6,6,6,3,2,0
1,0.23,0,28,30,10,10,10,10,10,1,5,5,7,7,7,9,0
1,0.07,0,26,30,10,10,10,10,10,1,7,7,8,6,5,4,0
1,0.43,0,28,28,7,10,8,9,9,0,1,6,6,4,6,4,0
1,0.07,0,26,28,7,10,8,9,9,1,4,8,9,9,8,7,0
1,0.65,0,28,30,7,7,7,7,7,0,7,6,7,5,7,5,0
1,0.43,0,26,30,7,7,7,7,7,1,5,5,5,4,4,5,0
1,0.62,0,28,27,7,8,3,8,5,1,5,7,8,7,8,7,0
1,0.33,0,26,27,7,8,3,8,5,1,10,9,9,7,7,8,0
1,0.68,0,28,25,8,7,6,7,7,1,7,7,9,8,9,7,0
